query_id,query_text,tau_method,rank,cve_id,title,score
10,SQL injection in login endpoint,Cosine,18,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.846356
10,SQL injection in login endpoint,Cosine,19,CVE-2025-63390,(no title),0.846252
10,SQL injection in login endpoint,Cosine,20,CVE-2026-23990,Flux Operator Web UI Impersonation Bypass via Empty OIDC Claims,0.846007
10,SQL injection in login endpoint,Cosine,21,CVE-2020-5846,(no title),0.844868
10,SQL injection in login endpoint,Cosine,22,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.844323
10,SQL injection in login endpoint,Cosine,23,CVE-2026-40566,FreeScout vulnerable to SSRF via IMAP/SMTP Connection Test Endpoints,0.844107
10,SQL injection in login endpoint,Cosine,24,CVE-2025-47928,Spotipy repo vulnerable to secrets exfiltration via `pull_request_target`,0.843304
10,SQL injection in login endpoint,Cosine,25,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.843053
10,SQL injection in login endpoint,Hybrid,1,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.900748
10,SQL injection in login endpoint,Hybrid,2,CVE-2026-40569,FreeScout's Mass Assignment in Mailbox Connection Settings Enables Silent Email Exfiltration,0.897474
10,SQL injection in login endpoint,Hybrid,3,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.897295
10,SQL injection in login endpoint,Hybrid,4,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.896346
10,SQL injection in login endpoint,Hybrid,5,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.894959
10,SQL injection in login endpoint,Hybrid,6,CVE-2026-24516,(no title),0.893960
10,SQL injection in login endpoint,Hybrid,7,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.893942
10,SQL injection in login endpoint,Hybrid,8,CVE-2026-24047,@backstage/cli-common has a possible `resolveSafeChildPath` Symlink Chain Bypass,0.893827
10,SQL injection in login endpoint,Hybrid,9,CVE-2026-32310,Cryptomator: Unverified masterkeyfile key IDs can access arbitrary local or UNC paths,0.893516
10,SQL injection in login endpoint,Hybrid,10,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.892438
10,SQL injection in login endpoint,Hybrid,11,CVE-2023-53103,bonding: restore bond's IFF_SLAVE flag if a non-eth dev enslave fails,0.891438
10,SQL injection in login endpoint,Hybrid,12,CVE-2022-23506,Spinnaker's Rosco microservice vulnerable to improper log masking on AWS Packer builds,0.891110
10,SQL injection in login endpoint,Hybrid,13,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.890535
10,SQL injection in login endpoint,Hybrid,14,CVE-2021-35975,(no title),0.889984
10,SQL injection in login endpoint,Hybrid,15,CVE-2021-46937,mm/damon/dbgfs: fix 'struct pid' leaks in 'dbgfs_target_ids_write()',0.889441
10,SQL injection in login endpoint,Hybrid,16,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.889370
10,SQL injection in login endpoint,Hybrid,17,CVE-2025-63390,(no title),0.889181
10,SQL injection in login endpoint,Hybrid,18,CVE-2026-23990,Flux Operator Web UI Impersonation Bypass via Empty OIDC Claims,0.889091
10,SQL injection in login endpoint,Hybrid,19,CVE-2020-5846,(no title),0.888273
10,SQL injection in login endpoint,Hybrid,20,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.887906
10,SQL injection in login endpoint,Hybrid,21,CVE-2025-47928,Spotipy repo vulnerable to secrets exfiltration via `pull_request_target`,0.887155
10,SQL injection in login endpoint,Hybrid,22,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.886974
10,SQL injection in login endpoint,Hybrid,23,CVE-2023-34252,Grav Server-side Template Injection via Insufficient Validation in filterFilter,0.886966
10,SQL injection in login endpoint,Hybrid,24,CVE-2023-37264,Pipelines do not validate child UIDs,0.886734
10,SQL injection in login endpoint,Hybrid,25,CVE-2023-39903,(no title),0.886051
10,SQL injection in login endpoint,Taumode,1,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.942056
10,SQL injection in login endpoint,Taumode,2,CVE-2026-40569,FreeScout's Mass Assignment in Mailbox Connection Settings Enables Silent Email Exfiltration,0.940189
10,SQL injection in login endpoint,Taumode,3,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.939863
10,SQL injection in login endpoint,Taumode,4,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.939457
10,SQL injection in login endpoint,Taumode,5,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.938721
10,SQL injection in login endpoint,Taumode,6,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.938111
10,SQL injection in login endpoint,Taumode,7,CVE-2026-24047,@backstage/cli-common has a possible `resolveSafeChildPath` Symlink Chain Bypass,0.938060
10,SQL injection in login endpoint,Taumode,8,CVE-2026-32310,Cryptomator: Unverified masterkeyfile key IDs can access arbitrary local or UNC paths,0.937737
10,SQL injection in login endpoint,Taumode,9,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.937204
10,SQL injection in login endpoint,Taumode,10,CVE-2023-53103,bonding: restore bond's IFF_SLAVE flag if a non-eth dev enslave fails,0.936619
10,SQL injection in login endpoint,Taumode,11,CVE-2022-23506,Spinnaker's Rosco microservice vulnerable to improper log masking on AWS Packer builds,0.936399
10,SQL injection in login endpoint,Taumode,12,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.936070
10,SQL injection in login endpoint,Taumode,13,CVE-2021-35975,(no title),0.935780
10,SQL injection in login endpoint,Taumode,14,CVE-2021-46937,mm/damon/dbgfs: fix 'struct pid' leaks in 'dbgfs_target_ids_write()',0.935472
10,SQL injection in login endpoint,Taumode,15,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.935455
10,SQL injection in login endpoint,Taumode,16,CVE-2026-23990,Flux Operator Web UI Impersonation Bypass via Empty OIDC Claims,0.935253
10,SQL injection in login endpoint,Taumode,17,CVE-2025-63390,(no title),0.935175
10,SQL injection in login endpoint,Taumode,18,CVE-2020-5846,(no title),0.934779
10,SQL injection in login endpoint,Taumode,19,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.934601
10,SQL injection in login endpoint,Taumode,20,CVE-2025-47928,Spotipy repo vulnerable to secrets exfiltration via `pull_request_target`,0.934137
10,SQL injection in login endpoint,Taumode,21,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.934032
10,SQL injection in login endpoint,Taumode,22,CVE-2023-34252,Grav Server-side Template Injection via Insufficient Validation in filterFilter,0.934020
10,SQL injection in login endpoint,Taumode,23,CVE-2023-37264,Pipelines do not validate child UIDs,0.933864
10,SQL injection in login endpoint,Taumode,24,CVE-2023-39903,(no title),0.933506
10,SQL injection in login endpoint,Taumode,25,CVE-2023-52137,GitHub Action tj-actions/verify-changed-files is vulnerable to command injection in output filenames,0.933287
11,LDAP injection in enterprise directory search feature,Cosine,1,CVE-2025-68352,spi: ch341: fix out-of-bounds memory access in ch341_transfer_one,0.799507
11,LDAP injection in enterprise directory search feature,Cosine,2,CVE-2021-30019,(no title),0.793023
11,LDAP injection in enterprise directory search feature,Cosine,3,CVE-2020-14309,(no title),0.788648
11,LDAP injection in enterprise directory search feature,Cosine,4,CVE-2018-10540,(no title),0.787972
11,LDAP injection in enterprise directory search feature,Cosine,5,CVE-2025-59729,Heap-buffer-overflow read in FFmpeg DHAV get_duration,0.787429
11,LDAP injection in enterprise directory search feature,Cosine,6,CVE-2023-53474,x86/MCE/AMD: Use an u64 for bank_map,0.784514
11,LDAP injection in enterprise directory search feature,Cosine,7,CVE-2010-3014,(no title),0.783342
11,LDAP injection in enterprise directory search feature,Cosine,8,CVE-2017-11640,(no title),0.782572
11,LDAP injection in enterprise directory search feature,Cosine,9,CVE-2020-14937,(no title),0.781944
11,LDAP injection in enterprise directory search feature,Cosine,10,CVE-2022-28658,(no title),0.781048
11,LDAP injection in enterprise directory search feature,Cosine,11,CVE-2022-48665,exfat: fix overflow for large capacity partition,0.780232
11,LDAP injection in enterprise directory search feature,Cosine,12,CVE-2022-24795,Buffer Overflow and Integer Overflow in yajl-ruby,0.779991
11,LDAP injection in enterprise directory search feature,Cosine,13,CVE-2019-6488,(no title),0.779051
11,LDAP injection in enterprise directory search feature,Cosine,14,CVE-2023-53707,drm/amdgpu: Fix integer overflow in amdgpu_cs_pass1,0.778741
11,LDAP injection in enterprise directory search feature,Cosine,15,CVE-2018-10539,(no title),0.778653
11,LDAP injection in enterprise directory search feature,Cosine,16,CVE-2019-13238,(no title),0.778150
11,LDAP injection in enterprise directory search feature,Cosine,17,CVE-2019-17211,(no title),0.778132
11,LDAP injection in enterprise directory search feature,Cosine,18,CVE-2016-8705,(no title),0.777549
11,LDAP injection in enterprise directory search feature,Cosine,19,CVE-2021-47444,drm/edid: In connector_bad_edid() cap num_of_ext by num_blocks read,0.777464
11,LDAP injection in enterprise directory search feature,Cosine,20,CVE-2024-53425,(no title),0.777436
11,LDAP injection in enterprise directory search feature,Cosine,21,CVE-2024-34195,(no title),0.777391
11,LDAP injection in enterprise directory search feature,Cosine,22,CVE-2024-49970,drm/amd/display: Implement bounds check for stream encoder creation in DCN401,0.777357
11,LDAP injection in enterprise directory search feature,Cosine,23,CVE-2023-53786,dm flakey: fix a crash with invalid table line,0.777351
11,LDAP injection in enterprise directory search feature,Cosine,24,CVE-2017-11535,(no title),0.777136
11,LDAP injection in enterprise directory search feature,Cosine,25,CVE-2024-35807,ext4: fix corruption during on-line resize,0.776935
11,LDAP injection in enterprise directory search feature,Hybrid,1,CVE-2025-68352,spi: ch341: fix out-of-bounds memory access in ch341_transfer_one,0.855602
11,LDAP injection in enterprise directory search feature,Hybrid,2,CVE-2021-30019,(no title),0.850958
11,LDAP injection in enterprise directory search feature,Hybrid,3,CVE-2020-14309,(no title),0.847740
11,LDAP injection in enterprise directory search feature,Hybrid,4,CVE-2018-10540,(no title),0.847293
11,LDAP injection in enterprise directory search feature,Hybrid,5,CVE-2025-59729,Heap-buffer-overflow read in FFmpeg DHAV get_duration,0.846890
11,LDAP injection in enterprise directory search feature,Hybrid,6,CVE-2023-53474,x86/MCE/AMD: Use an u64 for bank_map,0.844803
11,LDAP injection in enterprise directory search feature,Hybrid,7,CVE-2010-3014,(no title),0.843912
11,LDAP injection in enterprise directory search feature,Hybrid,8,CVE-2017-11640,(no title),0.843380
11,LDAP injection in enterprise directory search feature,Hybrid,9,CVE-2020-14937,(no title),0.842927
11,LDAP injection in enterprise directory search feature,Hybrid,10,CVE-2022-28658,(no title),0.842283
11,LDAP injection in enterprise directory search feature,Hybrid,11,CVE-2022-48665,exfat: fix overflow for large capacity partition,0.841700
11,LDAP injection in enterprise directory search feature,Hybrid,12,CVE-2022-24795,Buffer Overflow and Integer Overflow in yajl-ruby,0.841558
11,LDAP injection in enterprise directory search feature,Hybrid,13,CVE-2023-53707,drm/amdgpu: Fix integer overflow in amdgpu_cs_pass1,0.840689
11,LDAP injection in enterprise directory search feature,Hybrid,14,CVE-2018-10539,(no title),0.840569
11,LDAP injection in enterprise directory search feature,Hybrid,15,CVE-2019-13238,(no title),0.840243
11,LDAP injection in enterprise directory search feature,Hybrid,16,CVE-2021-47444,drm/edid: In connector_bad_edid() cap num_of_ext by num_blocks read,0.839732
11,LDAP injection in enterprise directory search feature,Hybrid,17,CVE-2024-53425,(no title),0.839715
11,LDAP injection in enterprise directory search feature,Hybrid,18,CVE-2023-53786,dm flakey: fix a crash with invalid table line,0.839692
11,LDAP injection in enterprise directory search feature,Hybrid,19,CVE-2024-34195,(no title),0.839673
11,LDAP injection in enterprise directory search feature,Hybrid,20,CVE-2024-49970,drm/amd/display: Implement bounds check for stream encoder creation in DCN401,0.839624
11,LDAP injection in enterprise directory search feature,Hybrid,21,CVE-2017-11535,(no title),0.839478
11,LDAP injection in enterprise directory search feature,Hybrid,22,CVE-2024-35807,ext4: fix corruption during on-line resize,0.839344
11,LDAP injection in enterprise directory search feature,Hybrid,23,CVE-2021-47501,i40e: Fix NULL pointer dereference in i40e_dbg_dump_desc,0.839111
11,LDAP injection in enterprise directory search feature,Hybrid,24,CVE-2023-53320,scsi: mpi3mr: Fix issues in mpi3mr_get_all_tgt_info(),0.838720
11,LDAP injection in enterprise directory search feature,Hybrid,25,CVE-2023-52768,wifi: wilc1000: use vmm_table as array in wilc struct,0.838662
11,LDAP injection in enterprise directory search feature,Taumode,1,CVE-2025-68352,spi: ch341: fix out-of-bounds memory access in ch341_transfer_one,0.915704
11,LDAP injection in enterprise directory search feature,Taumode,2,CVE-2021-30019,(no title),0.913031
11,LDAP injection in enterprise directory search feature,Taumode,3,CVE-2020-14309,(no title),0.911053
11,LDAP injection in enterprise directory search feature,Taumode,4,CVE-2018-10540,(no title),0.910851
11,LDAP injection in enterprise directory search feature,Taumode,5,CVE-2025-59729,Heap-buffer-overflow read in FFmpeg DHAV get_duration,0.910599
11,LDAP injection in enterprise directory search feature,Taumode,6,CVE-2023-53474,x86/MCE/AMD: Use an u64 for bank_map,0.909399
11,LDAP injection in enterprise directory search feature,Taumode,7,CVE-2010-3014,(no title),0.908809
11,LDAP injection in enterprise directory search feature,Taumode,8,CVE-2017-11640,(no title),0.908530
11,LDAP injection in enterprise directory search feature,Taumode,9,CVE-2020-14937,(no title),0.908266
11,LDAP injection in enterprise directory search feature,Taumode,10,CVE-2022-28658,(no title),0.907892
11,LDAP injection in enterprise directory search feature,Taumode,11,CVE-2022-48665,exfat: fix overflow for large capacity partition,0.907559
11,LDAP injection in enterprise directory search feature,Taumode,12,CVE-2022-24795,Buffer Overflow and Integer Overflow in yajl-ruby,0.907522
11,LDAP injection in enterprise directory search feature,Taumode,13,CVE-2023-53707,drm/amdgpu: Fix integer overflow in amdgpu_cs_pass1,0.907063
11,LDAP injection in enterprise directory search feature,Taumode,14,CVE-2018-10539,(no title),0.906908
11,LDAP injection in enterprise directory search feature,Taumode,15,CVE-2019-13238,(no title),0.906772
11,LDAP injection in enterprise directory search feature,Taumode,16,CVE-2023-53786,dm flakey: fix a crash with invalid table line,0.906486
11,LDAP injection in enterprise directory search feature,Taumode,17,CVE-2021-47444,drm/edid: In connector_bad_edid() cap num_of_ext by num_blocks read,0.906448
11,LDAP injection in enterprise directory search feature,Taumode,18,CVE-2024-53425,(no title),0.906442
11,LDAP injection in enterprise directory search feature,Taumode,19,CVE-2024-34195,(no title),0.906404
11,LDAP injection in enterprise directory search feature,Taumode,20,CVE-2024-49970,drm/amd/display: Implement bounds check for stream encoder creation in DCN401,0.906340
11,LDAP injection in enterprise directory search feature,Taumode,21,CVE-2017-11535,(no title),0.906273
11,LDAP injection in enterprise directory search feature,Taumode,22,CVE-2024-35807,ext4: fix corruption during on-line resize,0.906211
11,LDAP injection in enterprise directory search feature,Taumode,23,CVE-2021-47501,i40e: Fix NULL pointer dereference in i40e_dbg_dump_desc,0.906057
11,LDAP injection in enterprise directory search feature,Taumode,24,CVE-2023-53320,scsi: mpi3mr: Fix issues in mpi3mr_get_all_tgt_info(),0.905828
11,LDAP injection in enterprise directory search feature,Taumode,25,CVE-2021-47182,scsi: core: Fix scsi_mode_sense() buffer length handling,0.905770
12,race condition in temporary file creation,Cosine,1,CVE-2025-14740,Docker Desktop for Windows Incorrect Permission Assignment Privilege Escalation Vulnerabilities,0.878949
12,race condition in temporary file creation,Cosine,2,CVE-2026-24516,(no title),0.872614
12,race condition in temporary file creation,Cosine,3,CVE-2026-32892,OS Command Injection in Chamilo LMS 1.11.36,0.870510
12,race condition in temporary file creation,Cosine,4,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.865952
12,race condition in temporary file creation,Cosine,5,CVE-2026-32310,Cryptomator: Unverified masterkeyfile key IDs can access arbitrary local or UNC paths,0.864884
12,race condition in temporary file creation,Cosine,6,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.864463
12,race condition in temporary file creation,Cosine,7,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.863631
12,race condition in temporary file creation,Cosine,8,CVE-2020-5846,(no title),0.859653
12,race condition in temporary file creation,Cosine,9,CVE-2026-3335,Canto <= 3.1.1 - Missing Authorization to Unauthenticated File Upload,0.858352
12,race condition in temporary file creation,Cosine,10,CVE-2019-9745,(no title),0.857089
12,race condition in temporary file creation,Cosine,11,CVE-2025-45582,(no title),0.856933
12,race condition in temporary file creation,Cosine,12,CVE-2025-66480,Wildfire has Arbitrary File Upload via Directory Traversal in UploadFileAction,0.856807
12,race condition in temporary file creation,Cosine,13,CVE-2023-22809,(no title),0.856204
12,race condition in temporary file creation,Cosine,14,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.855610
12,race condition in temporary file creation,Cosine,15,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.855054
12,race condition in temporary file creation,Cosine,16,CVE-2022-31195,Path traversal vulnerability in Simple Archive Format package import in DSpace,0.854015
12,race condition in temporary file creation,Cosine,17,CVE-2026-33663,n8n Vulnerable to Credential Theft via Name-Based Resolution and Permission Checker Bypass in Community Edition,0.853424
12,race condition in temporary file creation,Cosine,18,CVE-2020-6754,(no title),0.853192
12,race condition in temporary file creation,Cosine,19,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.852950
12,race condition in temporary file creation,Cosine,20,CVE-2007-0345,(no title),0.852867
12,race condition in temporary file creation,Cosine,21,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.852633
12,race condition in temporary file creation,Cosine,22,CVE-2006-3935,(no title),0.852349
12,race condition in temporary file creation,Cosine,23,CVE-2022-31022,Missing Role Based Access Control for the REST handlers in bleve/http package,0.852280
12,race condition in temporary file creation,Cosine,24,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.851717
12,race condition in temporary file creation,Cosine,25,CVE-2020-15843,(no title),0.851640
12,race condition in temporary file creation,Hybrid,1,CVE-2025-14740,Docker Desktop for Windows Incorrect Permission Assignment Privilege Escalation Vulnerabilities,0.912817
12,race condition in temporary file creation,Hybrid,2,CVE-2026-32892,OS Command Injection in Chamilo LMS 1.11.36,0.906760
12,race condition in temporary file creation,Hybrid,3,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.903464
12,race condition in temporary file creation,Hybrid,4,CVE-2026-32310,Cryptomator: Unverified masterkeyfile key IDs can access arbitrary local or UNC paths,0.902631
12,race condition in temporary file creation,Hybrid,5,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.902397
12,race condition in temporary file creation,Hybrid,6,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.901813
12,race condition in temporary file creation,Hybrid,7,CVE-2020-5846,(no title),0.898932
12,race condition in temporary file creation,Hybrid,8,CVE-2026-3335,Canto <= 3.1.1 - Missing Authorization to Unauthenticated File Upload,0.898012
12,race condition in temporary file creation,Hybrid,9,CVE-2019-9745,(no title),0.897096
12,race condition in temporary file creation,Hybrid,10,CVE-2025-45582,(no title),0.896963
12,race condition in temporary file creation,Hybrid,11,CVE-2025-66480,Wildfire has Arbitrary File Upload via Directory Traversal in UploadFileAction,0.896890
12,race condition in temporary file creation,Hybrid,12,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.896000
12,race condition in temporary file creation,Hybrid,13,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.895618
12,race condition in temporary file creation,Hybrid,14,CVE-2022-31195,Path traversal vulnerability in Simple Archive Format package import in DSpace,0.894882
12,race condition in temporary file creation,Hybrid,15,CVE-2026-33663,n8n Vulnerable to Credential Theft via Name-Based Resolution and Permission Checker Bypass in Community Edition,0.894410
12,race condition in temporary file creation,Hybrid,16,CVE-2020-6754,(no title),0.894297
12,race condition in temporary file creation,Hybrid,17,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.894113
12,race condition in temporary file creation,Hybrid,18,CVE-2007-0345,(no title),0.894039
12,race condition in temporary file creation,Hybrid,19,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.893889
12,race condition in temporary file creation,Hybrid,20,CVE-2006-3935,(no title),0.893672
12,race condition in temporary file creation,Hybrid,21,CVE-2022-31022,Missing Role Based Access Control for the REST handlers in bleve/http package,0.893636
12,race condition in temporary file creation,Hybrid,22,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.893209
12,race condition in temporary file creation,Hybrid,23,CVE-2020-15843,(no title),0.893146
12,race condition in temporary file creation,Hybrid,24,CVE-2007-6495,(no title),0.892911
12,race condition in temporary file creation,Hybrid,25,CVE-2026-24070,Local Privilege Escalation via DYLIB Injection in Native Instruments Native Access,0.892840
12,race condition in temporary file creation,Taumode,1,CVE-2025-14740,Docker Desktop for Windows Incorrect Permission Assignment Privilege Escalation Vulnerabilities,0.949104
12,race condition in temporary file creation,Taumode,2,CVE-2026-32892,OS Command Injection in Chamilo LMS 1.11.36,0.945599
12,race condition in temporary file creation,Taumode,3,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.943656
12,race condition in temporary file creation,Taumode,4,CVE-2026-32310,Cryptomator: Unverified masterkeyfile key IDs can access arbitrary local or UNC paths,0.943074
12,race condition in temporary file creation,Taumode,5,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.943039
12,race condition in temporary file creation,Taumode,6,CVE-2022-23653,B2 Command Line Tool TOCTOU application key disclosure ,0.942722
12,race condition in temporary file creation,Taumode,7,CVE-2020-5846,(no title),0.941016
12,race condition in temporary file creation,Taumode,8,CVE-2026-3335,Canto <= 3.1.1 - Missing Authorization to Unauthenticated File Upload,0.940506
12,race condition in temporary file creation,Taumode,9,CVE-2019-9745,(no title),0.939960
12,race condition in temporary file creation,Taumode,10,CVE-2025-45582,(no title),0.939853
12,race condition in temporary file creation,Taumode,11,CVE-2025-66480,Wildfire has Arbitrary File Upload via Directory Traversal in UploadFileAction,0.939836
12,race condition in temporary file creation,Taumode,12,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.939275
12,race condition in temporary file creation,Taumode,13,CVE-2023-41044,Partial path traversal vulnerability in Support Bundle feature of Graylog,0.939080
12,race condition in temporary file creation,Taumode,14,CVE-2022-31195,Path traversal vulnerability in Simple Archive Format package import in DSpace,0.938669
12,race condition in temporary file creation,Taumode,15,CVE-2020-6754,(no title),0.938338
12,race condition in temporary file creation,Taumode,16,CVE-2026-33663,n8n Vulnerable to Credential Theft via Name-Based Resolution and Permission Checker Bypass in Community Edition,0.938324
12,race condition in temporary file creation,Taumode,17,CVE-2023-50260,Wazuh's vulnerability in host_deny AR script allows arbitrary command execution,0.938216
12,race condition in temporary file creation,Taumode,18,CVE-2007-0345,(no title),0.938152
12,race condition in temporary file creation,Taumode,19,CVE-2021-32635,Action Commands (run/shell/exec) Against Library URIs Ignore Configured Remote Endpoint,0.938092
12,race condition in temporary file creation,Taumode,20,CVE-2006-3935,(no title),0.937948
12,race condition in temporary file creation,Taumode,21,CVE-2022-31022,Missing Role Based Access Control for the REST handlers in bleve/http package,0.937946
12,race condition in temporary file creation,Taumode,22,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.937665
12,race condition in temporary file creation,Taumode,23,CVE-2020-15843,(no title),0.937617
12,race condition in temporary file creation,Taumode,24,CVE-2007-6495,(no title),0.937519
12,race condition in temporary file creation,Taumode,25,CVE-2023-52137,GitHub Action tj-actions/verify-changed-files is vulnerable to command injection in output filenames,0.937448
13,improper neutralization of CRLF in mail gateway,Cosine,1,CVE-2025-37736,Elastic Cloud Enterprise Improper Authorization,0.810879
13,improper neutralization of CRLF in mail gateway,Cosine,2,CVE-2015-2878,(no title),0.799607
13,improper neutralization of CRLF in mail gateway,Cosine,3,CVE-2026-33663,n8n Vulnerable to Credential Theft via Name-Based Resolution and Permission Checker Bypass in Community Edition,0.793079
13,improper neutralization of CRLF in mail gateway,Cosine,4,CVE-2025-23203,Icinga has rest API endpoints accessible to restricted users,0.792604
13,improper neutralization of CRLF in mail gateway,Cosine,5,CVE-2026-31820,Sylius affected by IDOR in Cart and Checkout LiveComponents,0.790258
13,improper neutralization of CRLF in mail gateway,Cosine,6,CVE-2025-61876,(no title),0.789873
13,improper neutralization of CRLF in mail gateway,Cosine,7,CVE-2022-35943,SameSite may allow cross-site request forgery (CSRF) protection to be bypassed,0.789108
13,improper neutralization of CRLF in mail gateway,Cosine,8,CVE-2024-53355,(no title),0.788724
13,improper neutralization of CRLF in mail gateway,Cosine,9,CVE-2008-7092,(no title),0.788226
13,improper neutralization of CRLF in mail gateway,Cosine,10,CVE-2025-70146,(no title),0.787843
13,improper neutralization of CRLF in mail gateway,Cosine,11,CVE-2024-53354,(no title),0.785674
13,improper neutralization of CRLF in mail gateway,Cosine,12,CVE-2025-66490,Traefik doesn't Prevent Path Normalization Bypass in Router + Middleware Rules,0.784823
13,improper neutralization of CRLF in mail gateway,Cosine,13,CVE-2008-5518,(no title),0.784627
13,improper neutralization of CRLF in mail gateway,Cosine,14,CVE-2026-5234,LatePoint <= 5.3.2 - Insecure Direct Object Reference to Unauthenticated Sensitive Financial Data Exposure via Sequential Invoice ID,0.784300
13,improper neutralization of CRLF in mail gateway,Cosine,15,CVE-2026-24516,(no title),0.782631
13,improper neutralization of CRLF in mail gateway,Cosine,16,CVE-2025-41039,Stored Cross-Site Scripting vulnerability in appRain CMF,0.782337
13,improper neutralization of CRLF in mail gateway,Cosine,17,CVE-2026-1525,undici is vulnerable to Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),0.782027
13,improper neutralization of CRLF in mail gateway,Cosine,18,CVE-2026-40566,FreeScout vulnerable to SSRF via IMAP/SMTP Connection Test Endpoints,0.781618
13,improper neutralization of CRLF in mail gateway,Cosine,19,CVE-2007-2579,(no title),0.780563
13,improper neutralization of CRLF in mail gateway,Cosine,20,CVE-2026-3045,Appointment Booking Calendar <= 1.6.9.29 - Missing Authorization to Unauthenticated Sensitive Information Exposure via Settings REST API Endpoint,0.779812
13,improper neutralization of CRLF in mail gateway,Cosine,21,CVE-2024-53357,(no title),0.779316
13,improper neutralization of CRLF in mail gateway,Cosine,22,CVE-2025-14802,LearnPress – WordPress LMS Plugin <= 4.3.2.2 - Insecure Direct Object Reference to Authenticated (Instructor+) Teacher Material Deletion,0.779261
13,improper neutralization of CRLF in mail gateway,Cosine,23,CVE-2012-1897,(no title),0.778342
13,improper neutralization of CRLF in mail gateway,Cosine,24,CVE-2008-2043,(no title),0.778052
13,improper neutralization of CRLF in mail gateway,Cosine,25,CVE-2006-3172,(no title),0.777256
13,improper neutralization of CRLF in mail gateway,Hybrid,1,CVE-2025-23203,Icinga has rest API endpoints accessible to restricted users,0.834075
13,improper neutralization of CRLF in mail gateway,Hybrid,2,CVE-2007-6548,(no title),0.831932
13,improper neutralization of CRLF in mail gateway,Hybrid,3,CVE-2024-53354,(no title),0.831383
13,improper neutralization of CRLF in mail gateway,Hybrid,4,CVE-2016-10086,(no title),0.828912
13,improper neutralization of CRLF in mail gateway,Hybrid,5,CVE-2008-7092,(no title),0.825273
13,improper neutralization of CRLF in mail gateway,Hybrid,6,CVE-2025-41039,Stored Cross-Site Scripting vulnerability in appRain CMF,0.824721
